date,Alert,Voice,Pain,Unresponsive,New Confusion
2016-01-01,,,,,
2016-01-02,,,,,
2016-01-03,,,,,
2016-01-04,,,,,
2016-01-05,,,,,
2016-01-06,,,,,
2016-01-07,,,,,
2016-01-08,,,,,
2016-01-09,,,,,
2016-01-10,,,,,
2016-01-11,,,,,
2016-01-12,,,,,
2016-01-13,,,,,
2016-01-14,,,,,
2016-01-15,0.07611173459099285,,,,
2016-01-16,0.07611173459099285,,,,
2016-01-17,0.07611173459099285,,,,
2016-01-18,0.07611173459099285,,,,
2016-01-19,0.07611173459099285,,,,
2016-01-20,0.07611173459099285,,,,
2016-01-21,0.07611173459099285,,,,
2016-01-22,0.07611173459099285,,,,
2016-01-23,0.07611173459099285,,,,
2016-01-24,0.07611173459099285,,,,
2016-01-25,0.07611173459099285,,,,
2016-01-26,0.07611173459099285,,,,
2016-01-27,0.07611173459099285,,,,
2016-01-28,0.07611173459099285,,,,
2016-01-29,0.07611173459099285,,,,
2016-01-30,0.07611173459099285,,,,
2016-01-31,0.07611173459099285,,,,
2016-02-01,0.07611173459099285,,,,
2016-02-02,0.07611173459099285,,,,
2016-02-03,0.07611173459099285,,,,
2016-02-04,0.07611173459099285,,,,
2016-02-05,0.07611173459099285,,,,
2016-02-06,0.07611173459099285,,,,
2016-02-07,0.07611173459099285,,,,
2016-02-08,0.07611173459099285,,,,
2016-02-09,0.07611173459099285,,,,
2016-02-10,0.07611173459099285,,,,
2016-02-11,0.07611173459099285,,,,
2016-02-12,0.07611173459099285,,,,
2016-02-13,0.07611173459099285,,,,
2016-02-14,0.07611173459099285,,,,
2016-02-15,0.07611173459099285,,,,
2016-02-16,0.07611173459099285,,,,
2016-02-17,0.07611173459099285,,,,
2016-02-18,0.07611173459099285,,,,
2016-02-19,0.07611173459099285,,,,
2016-02-20,0.07611173459099285,,,,
2016-02-21,0.07611173459099285,,,,
2016-02-22,0.07611173459099285,,,,
2016-02-23,0.07611173459099285,,,,
2016-02-24,0.07611173459099285,,,,
2016-02-25,0.07611173459099285,,,,
2016-02-26,0.07611173459099285,,,,
2016-02-27,0.07611173459099285,,,,
2016-02-28,0.07611173459099285,,,,
2016-02-29,0.07611173459099285,,,,
2016-03-01,0.07611173459099285,,,,
2016-03-02,0.07611173459099285,,,,
